,Player,Match_played,Starts,Minutes_played,Gls,Ast,Shots,shots_on_target,goals_per_shot,goals_per_shot_on_target,non_penalty_goals,penalty_goal,CrdY,CrdR,pass_comp,pass_attempt,pass_comp%,tackles_made,successful_tackles,Blocks,interceptions,clearence,Err,Touches,successful_dribbles,dribbles_attempted,successful_dribbles%,fouls_commited,fouls_drawn,offside,crosses,penalty_kick_won,penalty_kick_conceded,own_goal,aerial_duo_won,aerial_duo_lost,Pos,Age,Club_country,Club,Team,Cleansheets,Shots saved
257,Nico Elvedi,2,2,180,0,0,1,0,0,0,0,0,1,0,131,142,92.3,2,0,5,1,13,0,165,0,0,0,3,1,0,0,0,0,0,2,3,DF,25,Germany,M'Gladbach,Switzerland,0,
258,Fabian Schär,2,2,135,0,0,2,0,0,0,0,0,2,0,65,82,79.3,2,1,1,2,7,0,100,0,0,0,1,2,0,0,0,0,0,4,4,DF,30,England,Newcastle Utd,Switzerland,0,
259,Edimilson Fernandes,3,1,145,0,0,1,0,0,0,0,0,0,0,65,82,79.3,2,1,3,2,3,0,96,0,1,0,1,1,1,5,0,0,0,0,1,"FW,DF",26,Germany,Mainz 05,Switzerland,0,
260,Gregor Kobel,1,1,90,0,0,0,0,0,0,0,0,0,0,21,29,72.4,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,GK,24,Germany,Dortmund,Switzerland,0,0
261,Fabian Rieder,2,1,68,0,0,0,0,0,0,0,0,1,0,13,26,50,3,2,2,0,1,0,34,1,1,100,4,2,0,1,0,0,0,0,1,FW,20,Switzerland,Young Boys,Switzerland,0,
262,Haris Seferović,3,0,71,0,0,1,0,0,0,0,0,0,0,10,14,71.4,0,0,2,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,1,FW,30,Turkey,Galatasaray,Switzerland,0,
263,Denis Zakaria,2,0,59,0,0,1,0,0,0,0,0,0,0,20,23,87,0,0,1,3,1,0,33,0,2,0,1,2,0,0,0,0,0,1,2,MF,25,England,Chelsea,Switzerland,0,
264,Eray Cömert,2,0,46,0,0,0,0,0,0,0,0,1,0,38,42,90.5,0,0,1,2,2,0,50,0,1,0,3,1,0,0,0,0,0,0,0,DF,24,Spain,Valencia,Switzerland,0,
265,Noah Okafor,3,0,45,0,0,1,0,0,0,0,0,0,0,17,22,77.3,0,0,1,0,0,0,29,0,3,0,2,1,1,0,0,0,0,0,0,"FW,MF",22,Austria,RB Salzburg,Switzerland,0,
266,Renato Steffen,1,0,32,0,0,0,0,0,0,0,0,0,0,13,15,86.7,0,0,1,0,0,0,20,0,0,0,0,1,1,0,0,0,0,0,1,FW,30,Switzerland,Lugano,Switzerland,0,
267,Fabian Frei,2,0,25,0,0,0,0,0,0,0,0,0,0,9,14,64.3,1,1,0,1,0,0,16,0,0,0,1,0,0,0,0,0,0,0,1,MF,33,Switzerland,Basel,Switzerland,0,
268,Michel Aebischer,1,0,16,0,0,0,0,0,0,0,0,0,0,2,4,50,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,"MF,FW",25,Italy,Bologna,Switzerland,0,
269,Christian Fassnacht,1,0,8,0,0,1,1,0,0,0,0,0,0,7,10,70,0,0,0,0,1,0,12,2,2,100,0,0,0,0,0,0,0,0,0,FW,28,Switzerland,Young Boys,Switzerland,0,
270,Ardon Jasari,1,0,2,0,0,0,0,0,0,0,0,0,0,5,6,83.3,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,FW,19,Switzerland,Luzern,Switzerland,0,
271,Rodri,4,4,390,0,0,1,0,0,0,0,0,0,0,642,689,93.2,5,2,3,3,9,0,711,0,0,0,5,1,0,2,0,0,0,16,5,DF,25,England,Manchester City,Spain,0,
272,Unai Simón,4,4,390,0,0,0,0,0,0,0,0,0,0,150,160,93.8,0,0,0,0,2,3,167,0,0,0,0,0,0,0,0,0,0,2,0,GK,25,Spain,Athletic Club,Spain,2,8
273,Dani Olmo,4,4,367,1,1,12,6,0.08,0.17,1,0,0,0,162,198,81.8,5,3,5,1,4,0,259,4,19,21.1,5,6,2,10,0,0,0,0,4,FW,24,Germany,RB Leipzig,Spain,0,
274,Sergio Busquets,4,4,363,0,0,2,0,0,0,0,0,1,0,261,289,90.3,7,4,2,1,1,0,310,1,1,100,3,3,0,0,0,0,0,8,5,MF,33,Spain,Barcelona,Spain,0,
275,Pedri,4,4,356,0,0,0,0,0,0,0,0,0,0,393,434,90.6,4,2,5,4,3,0,468,6,11,54.5,2,3,0,2,0,0,0,2,0,MF,19,Spain,Barcelona,Spain,0,
276,Gavi,4,4,284,1,0,1,1,1,1,1,0,0,0,133,154,86.4,8,4,3,1,2,0,185,3,7,42.9,9,14,0,4,0,0,0,2,5,MF,17,Spain,Barcelona,Spain,0,
277,Aymeric Laporte,3,3,300,0,0,1,0,0,0,0,0,1,0,413,438,94.3,2,0,0,3,7,0,455,0,0,0,3,2,0,0,0,0,0,5,3,DF,28,England,Manchester City,Spain,0,
278,Jordi Alba,4,3,264,0,2,2,0,0,0,0,0,0,0,328,372,88.2,6,4,2,3,2,0,395,2,3,66.7,4,3,1,14,1,0,0,0,2,DF,33,Spain,Barcelona,Spain,0,
279,Marco Asensio,4,3,229,1,0,10,2,0.1,0.5,1,0,0,0,89,119,74.8,1,1,1,0,0,0,148,0,3,0,3,3,0,8,0,0,0,0,2,FW,26,Spain,Real Madrid,Spain,0,
280,Ferrán Torres,4,3,217,2,0,3,1,0.33,1,1,1,0,0,59,85,69.4,0,0,1,0,0,0,117,1,11,9.1,1,5,2,9,0,0,0,0,3,FW,22,Spain,Barcelona,Spain,0,
281,César Azpilicueta,2,2,135,0,1,0,0,0,0,0,0,0,0,171,181,94.5,1,0,2,1,0,0,186,0,0,0,2,0,0,3,0,0,0,2,2,DF,32,England,Chelsea,Spain,0,
282,Álvaro Morata,4,1,185,3,1,8,5,0.38,0.6,3,0,0,0,28,41,68.3,1,1,2,0,2,0,60,1,3,33.3,1,2,5,0,0,0,0,1,0,FW,29,Spain,Atlético Madrid,Spain,0,
283,Nico Williams,4,1,146,0,0,1,0,0,0,0,0,0,0,50,63,79.4,4,2,2,0,0,0,90,5,16,31.3,0,1,1,6,0,0,0,1,2,FW,19,Spain,Athletic Club,Spain,0,
284,Dani Carvajal,2,1,135,0,0,0,0,0,0,0,0,0,0,121,135,89.6,1,1,0,2,1,0,139,0,0,0,0,1,0,0,0,0,0,0,1,DF,30,Spain,Real Madrid,Spain,0,
285,Alejandro Balde,4,1,126,0,0,1,0,0,0,0,0,0,0,112,123,91.1,6,6,2,0,2,0,135,0,2,0,2,1,0,2,0,0,0,0,2,DF,18,Spain,Barcelona,Spain,0,
286,Marcos Llorente,1,1,120,0,0,1,0,0,0,0,0,0,0,95,106,89.6,0,0,0,0,0,0,107,0,0,0,0,0,0,2,0,0,0,0,1,DF,27,Spain,Atlético Madrid,Spain,0,
287,Pau Torres,1,1,90,0,0,0,0,0,0,0,0,0,0,174,191,91.1,0,0,1,0,2,0,194,0,0,0,1,0,0,0,0,0,0,1,1,DF,25,Spain,Villarreal,Spain,0,
288,Carlos Soler,2,0,92,1,0,4,1,0.25,1,1,0,0,0,78,83,94,0,0,0,0,0,0,88,1,2,50,0,1,0,3,0,0,0,0,1,MF,25,France,Paris S-G,Spain,0,
289,Koke,2,0,52,0,0,0,0,0,0,0,0,0,0,56,62,90.3,1,1,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,MF,30,Spain,Atlético Madrid,Spain,0,
290,Ansu Fati,2,0,46,0,0,0,0,0,0,0,0,0,0,25,29,86.2,1,1,0,0,0,0,34,0,2,0,0,0,0,1,0,0,0,1,0,FW,19,Spain,Barcelona,Spain,0,
291,Pablo Sarabia,1,0,3,0,0,1,0,0,0,0,0,0,0,2,5,40,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,FW,30,France,Paris S-G,Spain,0,
292,Tyler Adams,4,4,360,0,0,1,0,0,0,0,0,1,0,241,271,88.9,11,9,6,4,6,0,308,1,1,100,5,5,0,2,0,0,0,5,2,MF,23,England,Leeds United,United States,0,
293,Tim Ream,4,4,360,0,0,1,0,0,0,0,0,1,0,245,276,88.8,4,3,2,4,12,0,306,2,2,100,1,2,0,0,0,0,0,6,8,DF,34,England,Fulham,United States,0,
294,Matt Turner,4,4,360,0,0,0,0,0,0,0,0,0,0,101,128,78.9,0,0,0,0,1,0,136,0,0,0,0,4,0,0,0,0,0,0,0,GK,27,England,Arsenal,United States,2,10
295,Antonee Robinson,4,4,359,0,0,0,0,0,0,0,0,0,0,173,241,71.8,5,4,3,7,8,0,290,4,5,80,2,0,1,21,0,0,0,5,3,DF,24,England,Fulham,United States,0,
296,Yunus Musah,4,4,343,0,0,4,1,0,0,0,0,0,0,151,182,83,8,6,7,2,1,0,222,4,11,36.4,9,3,0,8,0,0,0,3,3,MF,19,Spain,Valencia,United States,0,
297,Timothy Weah,4,4,316,1,0,5,3,0.2,0.33,1,0,0,0,90,108,83.3,0,0,5,0,0,0,133,2,2,100,1,1,2,8,0,0,0,2,3,FW,22,France,Lille,United States,0,
298,Christian Pulisic,4,4,315,1,2,9,5,0.11,0.2,1,0,0,0,83,141,58.9,2,0,2,0,1,0,191,4,15,26.7,2,11,1,31,0,0,0,2,4,"FW,MF",23,England,Chelsea,United States,0,
299,Sergiño Dest,4,4,305,0,1,6,0,0,0,0,0,1,0,172,200,86,4,2,3,2,7,0,253,5,13,38.5,4,2,0,9,0,0,0,1,3,DF,21,Italy,Milan,United States,0,
300,Weston McKennie,4,4,271,0,0,5,1,0,0,0,0,1,0,117,153,76.5,2,1,4,0,5,0,179,1,2,50,6,2,0,1,0,0,0,3,3,MF,23,Italy,Juventus,United States,0,
301,Walker Zimmerman,4,3,279,0,0,1,0,0,0,0,0,0,0,217,244,88.9,3,2,4,4,15,0,275,0,0,0,3,0,0,0,0,1,0,8,5,DF,29,America,Nashville,United States,0,
302,Josh Sargent,3,2,157,0,0,4,1,0,0,0,0,0,0,29,33,87.9,0,0,1,1,0,0,48,2,2,100,2,0,0,1,0,0,0,3,6,FW,22,England,Norwich City,United States,0,
303,Haji Wright,4,1,137,1,0,6,2,0.17,0.5,1,0,0,0,20,27,74.1,2,0,0,0,1,0,45,0,1,0,1,3,1,1,0,0,0,6,7,FW,24,Turkey,Antalyaspor,United States,0,
304,Cameron Carter-Vickers,1,1,90,0,0,0,0,0,0,0,0,0,0,50,58,86.2,0,0,1,0,4,0,64,0,0,0,0,1,0,0,0,0,0,4,4,DF,24,Scottland,Celtic,United States,0,
305,Jesús Ferreira,1,1,45,0,0,0,0,0,0,0,0,0,0,16,19,84.2,1,0,0,0,0,0,24,0,1,0,0,1,0,0,0,0,0,0,0,FW,21,America,FC Dallas,United States,0,
306,Brenden Aaronson,4,0,108,0,0,1,0,0,0,0,0,0,0,41,50,82,3,2,5,1,0,0,80,2,11,18.2,3,3,0,3,0,0,0,0,1,MF,21,England,Leeds United,United States,0,
307,Gio Reyna,2,0,53,0,0,2,0,0,0,0,0,0,0,26,38,68.4,0,0,1,0,0,0,42,0,0,0,0,2,0,2,0,0,0,2,0,FW,19,Germany,Dortmund,United States,0,
308,Kellyn Acosta,2,0,43,0,0,0,0,0,0,0,0,1,0,10,12,83.3,3,2,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,1,0,MF,26,America,Los Angeles FC,United States,0,
309,DeAndre Yedlin,2,0,33,0,0,0,0,0,0,0,0,0,0,19,28,67.9,2,1,0,0,2,0,32,0,0,0,2,0,0,4,0,0,0,1,0,DF,28,America,Inter Miami,United States,0,
310,Shaquell Moore,2,0,22,0,0,0,0,0,0,0,0,0,0,14,21,66.7,2,2,0,0,3,0,27,0,0,0,3,0,0,0,0,0,0,1,0,DF,25,America,Nashville,United States,0,
311,Jordan Morris,2,0,4,0,0,0,0,0,0,0,0,0,0,1,4,25,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,1,"FW,DF",27,America,Seattle,United States,0,
312,Matty Cash,4,4,360,0,0,1,0,0,0,0,0,2,0,123,160,76.9,4,3,7,0,17,0,199,1,4,25,7,3,0,9,0,0,0,2,1,DF,24,England,Aston Villa,Poland,0,
313,Kamil Glik,4,4,360,0,0,3,0,0,0,0,0,0,0,118,130,90.8,2,1,2,3,23,0,168,0,0,0,2,0,0,0,0,0,0,4,3,DF,34,Italy,Benevento,Poland,0,
314,Robert Lewandowski,4,4,360,2,1,10,2,0.1,0.5,1,1,0,0,61,91,67,2,2,3,1,8,0,153,5,12,41.7,6,9,0,3,1,0,0,16,17,FW,33,Spain,Barcelona,Poland,0,
315,Wojciech Szczęsny,4,4,360,0,0,0,0,0,0,0,0,0,0,84,142,59.2,0,0,0,0,4,0,160,0,0,0,1,1,0,0,0,1,0,2,0,GK,32,Italy,Juventus,Poland,2,24
316,Jakub Kiwior,4,4,355,0,0,1,0,0,0,0,0,1,0,174,205,84.9,2,1,4,4,15,2,235,0,0,0,1,0,0,0,0,0,0,3,4,DF,22,Italy,Spezia,Poland,0,
317,Bartosz Bereszyński,4,4,341,0,0,0,0,0,0,0,0,1,0,122,156,78.2,6,2,4,2,17,0,200,1,7,14.3,5,3,0,4,0,0,0,4,2,DF,29,Italy,Sampdoria,Poland,0,
318,Grzegorz Krychowiak,4,4,332,0,0,1,0,0,0,0,0,1,0,93,127,73.2,9,4,5,5,4,0,164,1,3,33.3,6,7,0,1,0,0,0,4,3,MF,32,Saudi Arabia,Al-Shabab,Poland,0,
319,Piotr Zieliński,4,4,328,1,0,3,2,0.33,0.5,1,0,0,0,124,153,81,7,5,1,1,7,0,179,1,4,25,4,2,0,16,0,0,0,0,2,"MF,FW",28,Italy,Napoli,Poland,0,
320,Przemysław Frankowski,4,3,240,0,0,1,0,0,0,0,0,1,0,49,74,66.2,7,4,1,3,5,0,99,2,4,50,1,5,0,8,0,0,0,1,1,MF,27,France,Lens,Poland,0,
321,Jakub Kamiński,4,2,233,0,0,4,1,0,0,0,0,0,0,37,61,60.7,6,1,4,0,2,0,93,2,5,40,5,2,0,4,0,0,0,0,5,MF,20,Germany,Wolfsburg,Poland,0,
322,Krystian Bielik,4,2,216,0,0,2,0,0,0,0,0,0,0,86,99,86.9,5,3,1,5,6,0,130,1,3,33.3,5,4,0,0,0,1,0,6,4,MF,24,England,Derby County,Poland,0,
323,Sebastian Szymański,2,2,134,0,0,0,0,0,0,0,0,0,0,26,41,63.4,6,3,4,2,1,0,61,1,3,33.3,1,3,0,3,0,0,0,1,5,MF,23,Netherlands,Feyenoord,Poland,0,
324,Arkadiusz Milik,3,1,101,0,0,1,0,0,0,0,0,1,0,19,29,65.5,0,0,1,0,0,0,40,1,1,100,1,2,1,0,0,0,0,4,5,"FW,MF",28,Italy,Juventus,Poland,0,
325,Nicola Zalewski,2,1,65,0,0,0,0,0,0,0,0,0,0,15,17,88.2,4,0,1,0,0,0,29,0,2,0,1,2,0,1,0,0,0,0,1,MF,20,Italy,Roma,Poland,0,
326,Karol Świderski,1,1,45,0,0,0,0,0,0,0,0,0,0,7,7,100,4,1,0,2,0,0,15,0,0,0,0,1,0,0,0,0,0,1,1,FW,25,America,Charlotte,Poland,0,
327,Michał Skóraś,1,0,45,0,0,1,0,0,0,0,0,0,0,8,9,88.9,0,0,1,1,0,0,12,0,1,0,1,2,0,0,0,0,0,1,0,MF,22,Poland,Lech Poznań,Poland,0,
328,Damian Szymański,1,0,29,0,0,0,0,0,0,0,0,0,0,8,8,100,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,MF,26,Greece,AEK Athens,Poland,0,
329,Krzysztof Piątek,2,0,28,0,0,1,0,0,0,0,0,0,0,2,6,33.3,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,2,6,FW,26,Italy,Salernitana,Poland,0,
330,Artur Jędrzejczyk,1,0,19,0,0,0,0,0,0,0,0,0,0,3,4,75,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,DF,34,Poland,Legia Warsaw,Poland,0,
331,Jan Bednarek,1,0,5,0,0,0,0,0,0,0,0,0,0,6,6,100,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,DF,26,England,Aston Villa,Poland,0,
332,Kamil Grosicki,1,0,4,0,0,0,0,0,0,0,0,0,0,4,6,66.7,0,0,0,0,0,0,6,1,1,100,0,0,0,3,0,0,0,0,0,MF,34,Poland,Pogoń Szczecin,Poland,0,
333,Son Heung-min,4,4,360,0,1,9,3,0,0,0,0,0,0,77,115,67,5,2,2,2,0,1,165,3,15,20,1,6,2,21,0,0,0,0,2,"FW,MF",29,England,Tottenham,Korea Republic,0,
334,Kim Moonhwan,4,4,360,0,0,0,0,0,0,0,0,0,0,201,242,83.1,9,4,3,4,16,0,293,2,4,50,1,0,0,15,0,0,0,6,3,DF,26,kr,Jeonbuk,Korea Republic,0,
335,Kim Seung-gyu,4,4,360,0,0,0,0,0,0,0,0,0,0,93,128,72.7,0,0,0,2,2,0,139,0,0,0,0,0,0,0,0,0,0,0,2,GK,31,Saudi Arabia,Al-Shabab,Korea Republic,1,12
336,Kim Young-gwon,4,4,350,1,0,2,1,0.5,1,1,0,1,0,178,209,85.2,3,2,3,3,11,0,233,0,0,0,1,2,0,1,0,0,0,6,2,DF,32,kr,Ulsan Hyundai,Korea Republic,0,
337,Hwang In-beom,4,4,334,0,0,6,1,0,0,0,0,0,0,194,247,78.5,4,3,1,3,2,0,275,0,5,0,7,3,0,6,0,0,0,2,5,MF,25,Greece,Olympiacos,Korea Republic,0,
338,Kim Jin-su,4,4,315,0,1,4,0,0,0,0,0,0,0,105,146,71.9,10,5,2,3,5,0,177,0,2,0,1,6,1,16,0,0,0,10,4,DF,30,kr,Jeonbuk,Korea Republic,0,
339,Jung Woo-young,4,4,303,0,0,1,0,0,0,0,0,2,0,178,211,84.4,5,4,3,3,7,0,241,0,0,0,11,0,0,1,0,1,0,6,2,MF,32,Qatar,Al Sadd SC,Korea Republic,0,
340,Cho Guesung,4,3,275,2,0,9,5,0.22,0.4,2,0,1,0,40,63,63.5,0,0,3,0,3,0,90,0,5,0,7,6,4,1,0,0,0,21,12,FW,24,kr,Jeonbuk,Korea Republic,0,
341,Kim Min-jae,3,3,269,0,0,2,0,0,0,0,0,0,0,167,191,87.4,2,1,5,2,8,0,213,1,1,100,0,0,0,1,0,0,0,10,1,DF,25,Italy,Napoli,Korea Republic,0,
342,Lee Jae-sung,3,3,211,0,0,1,0,0,0,0,0,0,0,84,97,86.6,5,2,3,3,2,0,115,2,3,66.7,2,1,0,1,0,0,0,3,4,"MF,FW",29,Germany,Mainz 05,Korea Republic,0,
343,Lee Kangin,4,1,147,0,1,5,1,0,0,0,0,1,0,62,77,80.5,4,3,0,0,0,0,92,1,2,50,2,4,0,12,0,0,0,0,1,"MF,FW",21,Spain,Mallorca,Korea Republic,0,
344,Na Sang-ho,2,1,119,0,0,1,1,0,0,0,0,0,0,24,37,64.9,4,1,0,0,2,0,60,0,4,0,2,0,0,8,0,0,0,3,3,FW,25,kr,FC Seoul,Korea Republic,0,
345,Hwang Hee-chan,2,1,115,1,0,6,5,0.17,0.2,1,0,1,0,45,59,76.3,1,1,0,0,0,0,83,3,10,30,3,3,0,3,0,0,0,0,1,"MF,FW",26,England,Wolves,Korea Republic,0,
346,Hwang Ui-jo,4,1,106,0,0,1,0,0,0,0,0,0,0,9,11,81.8,0,0,0,0,1,0,18,1,1,100,0,0,0,0,0,0,0,1,12,"FW,MF",29,Greece,Olympiacos,Korea Republic,0,
